File,Del_ID,Wait_Start,Result_Time,Time_Diff_Seconds,Result
CHARNE_INV.log,720710556,01-Dec-25 19:36:35,01-Dec-25 19:36:35,0.0,LOCK SUCCESS
CHARNE_INV.log,720710555,01-Dec-25 19:36:35,01-Dec-25 19:36:35,0.0,LOCK SUCCESS
CHARNE_INV.log,720710554,01-Dec-25 19:36:35,01-Dec-25 19:36:35,0.0,LOCK SUCCESS
CHARNE_INV.log,720710553,01-Dec-25 19:38:28,01-Dec-25 19:38:28,0.0,LOCK SUCCESS
CHARNE_INV.log,720712709,01-Dec-25 19:39:14,01-Dec-25 19:39:14,0.0,LOCK SUCCESS
CHARNE_INV.log,720712708,01-Dec-25 19:39:15,01-Dec-25 19:39:15,0.0,LOCK SUCCESS
CHARNE_INV.log,720712710,01-Dec-25 19:39:15,01-Dec-25 19:39:15,0.0,LOCK SUCCESS
CHARNE_INV.log,720712707,01-Dec-25 19:39:15,01-Dec-25 19:39:15,0.0,LOCK SUCCESS
CHARNE_INV.log,720712706,01-Dec-25 19:40:08,01-Dec-25 19:40:08,0.0,LOCK SUCCESS
CHARNE_INV.log,720712705,01-Dec-25 19:40:09,01-Dec-25 19:40:09,0.0,LOCK SUCCESS
CHARNE_INV.log,720712893,01-Dec-25 19:53:54,01-Dec-25 19:53:54,0.0,LOCK SUCCESS
CHARNE_INV.log,720712891,01-Dec-25 19:56:15,01-Dec-25 19:56:15,0.0,LOCK SUCCESS
CHARNE_INV.log,720712892,01-Dec-25 19:56:15,01-Dec-25 19:56:15,0.0,LOCK SUCCESS
CHARNE_INV.log,720712891,01-Dec-25 19:57:35,01-Dec-25 19:57:35,0.0,LOCK SUCCESS
CHARNE_INV.log,720712830,01-Dec-25 19:58:56,01-Dec-25 19:58:56,0.0,LOCK SUCCESS
CHARNE_INV.log,720712834,01-Dec-25 20:01:40,01-Dec-25 20:01:40,0.0,LOCK SUCCESS
